title,author,url,source,category,fact
Deepfake election risks trigger EU call for more generative AI safeguards,Natasha Lomas,https://techcrunch.com/2023/09/26/generative-ai-disinformation-risks/,TechCrunch,technology,Over the next six months Google’s report states it has no additional measures planned for YouTube.
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Thirty-seven phases of agony define Ireland’s greatest heartbreak as curse continues,Luke Baker,https://www.independent.co.uk/sport/rugby/rugby-union/ireland-new-zealand-all-blacks-result-rugby-world-cup-b2429900.html,The Independent - Sports,sports,"As for the All Blacks, they looked lost at times during this World Cup cycle and it’s still faintly remarkable that head coach Ian Foster survived last summer as the home defeats to Ireland, South Africa and Argentina piled up."
‘It happens’: All Blacks defend star centre after spray as Cheika heaps pressure on ‘favourites’ New Zealand,Christy Doran,https://www.theroar.com.au/2023/10/19/it-happens-all-blacks-defend-star-centre-after-spray-as-cheika-heaps-pressure-on-favourites-new-zealand/,The Roar | Sports Writers Blog,sports,"It comes despite Argentina knocking over the All Blacks last year in Christchurch, as well as a maiden defeat in 2020 in Sydney."
A timeline of Sam Altman’s firing from OpenAI — and the fallout,Kyle Wiggers,https://techcrunch.com/2023/11/18/a-timeline-of-sam-altmans-firing-from-openai-and-the-fallout/,TechCrunch,technology,"Altman has been telling investors that he’s planning to launch a new venture, according to The Information."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"Yedidia will continue his testimony on Thursday, followed by Matt Huang, a former partner at the high-powered venture capital firm Sequoia Capital, and then Gary Wang, a key Bankman-Fried lieutenant and one of the government’s star witnesses."
"Donald Trump defrauded banks with 'fantasy' to build his real estate empire, judge rules in a major repudiation against the former president","Michael R. Sisak, The Associated Press",https://fortune.com/2023/09/26/donald-trump-fraud-banks-insurers-real-estate-judge-new-york/,Fortune,business,"James is seeking $250 million in penalties and a ban on Trump doing business in New York, his home state."
"Donald Trump defrauded banks with 'fantasy' to build his real estate empire, judge rules in a major repudiation against the former president","Michael R. Sisak, The Associated Press",https://fortune.com/2023/09/26/donald-trump-fraud-banks-insurers-real-estate-judge-new-york/,Fortune,business,"No apartment in New York City has ever sold for close to that amount, James said."
The $777 million surprise: Donald Trump is getting richer,Tom Maloney,https://www.theage.com.au/business/companies/the-777-million-surprise-donald-trump-is-getting-richer-20231108-p5eicf.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,The prosecution argues that was to mask a drop in the value of one of his other properties.
The jury finally hears from Sam Bankman-Fried,Elizabeth Lopatto,https://www.theverge.com/2023/10/27/23935683/sam-bankman-fried-ftx-fraud-direct-testimony-jury,The Verge,technology,"Because of that experience, Bankman-Fried suggested an “alert” or “delay” that would keep Alameda from being liquidated by a bug."
How is it still getting worse for Sam Bankman-Fried?,Elizabeth Lopatto,https://www.theverge.com/2023/10/12/23915108/sam-bankman-fried-ftx-alameda-caroline-ellison-lawyers,The Verge,technology,"Unfortunately, she did say that she had conversations with investors as part of their due diligence — and, of course, Alameda was taking on losses from FTX to keep FTX’s balance sheet pristine."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"It was a “very innovative, successful company.” And the business practices between the two were reasonable, he argued, claiming that Alameda acted legally as an FTX customer, payment processor, and market maker, or financial entity that acts as a trading partner for customers looking to buy and sell cryptocurrencies."
How ego and fear fuelled the rise of artificial intelligence,"Cade Metz, Karen Weise, Nico Grant and Mike Isaac",https://www.theage.com.au/business/entrepreneurship/how-ego-and-fear-fuelled-the-rise-of-artificial-intelligence-20231205-p5ep7j.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,"“There was no attempt to remove Sam Altman from OpenAI by the co-founders of Anthropic,” said an Anthropic spokesperson, Sally Aldous."
OpenAI's ex-chairman accuses board of going rogue in firing Altman: 'Sam and I are shocked and saddened by what the board did',"Matt O'Brien, The Associated Press",https://fortune.com/2023/11/18/how-did-openai-fire-sam-altman-greg-brockman-rogue-board/,Fortune,business,"In the year since Altman catapulted ChatGPT to global fame, he has become Silicon Valley’s sought-after voice on the promise and potential dangers of artificial intelligence and his sudden and mostly unexplained exit brought uncertainty to the industry’s future."
OpenAI's ex-chairman accuses board of going rogue in firing Altman: 'Sam and I are shocked and saddened by what the board did',"Matt O'Brien, The Associated Press",https://fortune.com/2023/11/18/how-did-openai-fire-sam-altman-greg-brockman-rogue-board/,Fortune,business,"Altman’s exit “is indeed shocking as he has been the face of” generative AI technology, said Gartner analyst Arun Chandrasekaran."
WTF is going on at OpenAI? We have theories,Devin Coldewey,https://techcrunch.com/2023/11/17/wtf-is-going-on-at-openai-sam-altman-fired/,TechCrunch,technology,"Based on the board’s language and the way these giant tech companies work, this is the prevailing theory floating around right now."
The people who ruined the internet,Amanda Chicago Lewis,https://www.theverge.com/features/23931789/seo-search-engine-optimization-experts-google-results,The Verge,technology,"The company did accomplish that goal, but in doing so, it inadvertently and profoundly changed how the internet looked."
"More from the US v Google trial: vertical search, pre-installs and the case of Firefox/Yahoo",Rebecca Bellan,https://techcrunch.com/2023/11/13/more-from-the-us-v-google-trial-vertical-search-pre-installs-and-the-case-of-firefox-yahoo/,TechCrunch,technology,"In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
The small and affordable EVs we lost in 2023,Harri Weber,https://techcrunch.com/2023/12/19/the-small-and-affordable-evs-we-lost-in-2023/,TechCrunch,technology,"Here we’ll take a look at the small and low(er)-priced EVs that didn’t make it — the flops, the failures to launch, the u-turns and holdouts of North America’s size- and range-obsessed EV market."
Trump and the GOP are trying to drive a wedge between autoworkers and EVs,Andrew J. Hawkins,https://www.theverge.com/2023/9/28/23894243/trump-electric-vehicle-uaw-union-strike-biden-election,The Verge,technology,"Last night, former President and current Republican frontrunner Donald Trump appeared before a crowd in suburban Detroit and tried out his new attack lines against electric vehicles."
"What to know about Fortnite maker Epic Games’ antitrust battle with Google, starting today",Sarah Perez,https://techcrunch.com/2023/11/06/what-to-know-about-fortnite-maker-epic-games-antitrust-battle-with-google-starting-today/,TechCrunch,technology,"Epic will also suggest that Google hid items from discovery by allowing execs and employees to have “off the record” chats, but Google will counter this as well, saying it has provided the court with thousands of chat logs and millions of documents."
Early impressions of Google’s Gemini aren’t great,Kyle Wiggers,https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/,TechCrunch,technology,"In blog posts and press materials, Google touted Gemini’s superior architecture and capabilities, claiming that the model meets or exceeds the performance of other leading gen AI models like OpenAI’s GPT-4."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
The best movies of 2023 so far,Pete Volk,https://www.polygon.com/what-to-watch/23597815/best-movies-2023,Polygon,entertainment,"They package these ideas into a giddy satire full of bright and winning performances, pointed jokes aimed at Mattel and the corporate world, terrific casting (Issa Rae as President Barbie, Simu Liu as one of many Kens, and Kate McKinnon as Weird Barbie are standouts), and endless cultural gags."
